via,barrio
DS CASTILLO PUERTO,SANGONERA VERDE
DS CEBADERO,SUCINA
DS CEGARRAS NUEVOS,JERON.-AVILESES
DS CEGARRAS VIEJOS,JERON.-AVILESES
DS CEMENTERIO N PADRE JESUS,PUNTAL EL
DS CEMENTERIO,TORREAGUERA
DS CERA,ZENETA
DS CERCA ABAJO,SUCINA
DS CERCA ARRIBA,SUCINA
DS CERVANTES,LLANO BRUJAS
DS CERVANTES,MONTEAGUDO
DS CHAMORROS,CORVERA
DS CHARCO,ALBERCA LA
DS CHARCO,SANTO ANGEL
DS CHELAS,SANGONERA SECA
DS CHICHAR,GEA Y TRUYOLS
DS CHOZA CAPULLO,SUCINA
DS CID,SANGONERA VERDE
DS CIRCUNVALACION SUR ALGEZA,ALGEZARES
DS CIUDAD DE ALMERIA,ERA ALTA
DS CIUDAD MURCIA,BENIAJAN
DS CM CAMPANILLAS,ALQUERIAS
DS CM DE LOS LEVAS,ALQUERIAS
DS CM DRAPINILLAS,ALQUERIAS
DS CM ESTEFANIA,ALQUERIAS
DS CM FUNES 1,RINCON SECA
DS CM FUNES 2,RINCON SECA
DS CM FUNES 3,RINCON SECA
DS CM OLIVEROS,ALQUERIAS
DS CM PILAR LA CLARA,ALQUERIAS
DS CM SALVADORES,ALQUERIAS
DS CM VIEJO CASILLAS,PUENTE TOCINOS
DS COLACHOS,LOBOSILLO
DS COLLADO,MONTEAGUDO
DS COLMENAR,TORREAGUERA
DS COLORADAS,MARTINEZ PUERTO
DS COMUNIDAD AUTONOMA,SANGONERA SECA
DS CONCORDIA,DOLORES LOS
DS CONDE ALMODOVAR,RAMOS LOS
DS CONDE HEREDIA,LOBOSILLO
DS CONEJERO,MARTINEZ PUERTO
DS CONSTITUCION,ALJUCER
DS CONSTITUCION,MONTEAGUDO
DS CONTIENDAS ALTA,SUCINA
DS CONTRAPARADA,JAVALI NUEVO
DS CORONELA,VALLADOLISES
DS CRESTA GALLO,SANTO ANGEL
DS CRISTOS,LOBOSILLO
DS CRR AROCAS,PUEBLA DE SOTO
DS CRR CIGARRON,EL PALMAR
DS CRR COLA,RINCON BENISCOR
DS CRR MARILIN,ALBERCA LA
DS CRR MELLADOS,CHURRA
DS CRR MENDRUGA,DOLORES LOS
DS CRUCE CUATRO CAMINOS,BENIAJAN
DS CRUCE RAAL,RAAL EL
DS CRUCETA,RINCON SECA
DS CRUZ 1,ALJUCER
DS CRUZ CAMINOS,ESPARRAGAL
DS CRUZ,CASILLAS
DS CRUZ,LLANO BRUJAS
DS CTRA ESTAC CRUCE REGUERON,ALQUERIAS
DS CUATRO CAMINOS,BENIAJAN
DS CUESTA PERONA,CORVERA
DS CUEVAS NORTE,SANGONERA SECA
DS CURVA VALENCIANO,GARRES LOS
DS DEPOSITO TAIBILLA,PUNTAL EL
DS DISEM CARRASCOY-LA MURTA,CARRASCOY
DS DISEMINADO ALJUCER,ALJUCER
DS DISEMINADO BENIAJAN-BOJAR,BENIAJAN
DS DISEMINADO CABEZO TORRES,CABEZO TORRES
DS DISEMINADO CORVERA,CORVERA
DS DISEMINADO EL PALMAR,EL PALMAR
DS DISEMINADO ESPARRAGAL,ESPARRAGAL
DS DISEMINADO GEA Y TRUYOLS,GEA Y TRUYOLS
DS DISEMINADO GUADALUPE,GUADALUPE
DS DISEMINADO JAVALI NUEVO,JAVALI NUEVO
DS DISEMINADO JAVALI VIEJO,JAVALI VIEJO
DS DISEMINADO LA ALBATALIA,ALBATALIA LA
DS DISEMINADO LA ALBERCA,ALBERCA LA
DS DISEMINADO LA RAYA,RAYA LA
DS DISEMINADO LOBOSILLO,LOBOSILLO
DS DISEMINADO LOS GARRES,GARRES LOS
DS DISEMINADO MONTEAGUDO,MONTEAGUDO
DS DISEMINADO NONDUERMAS,NONDUERMAS
DS DISEMINADO RINCON DE SECA,RINCON SECA
DS DISEMIN MTINEZ DEL PUERTO,MARTINEZ PUERTO
DS DISEMIN.SANGONERA VERDE,SANGONERA VERDE
DS DISEMI.RINCON BENISCORNIA,RINCON BENISCOR
DS ENRIQUE EL CACHORRO,RINCON BENISCOR
DS ERMITA BUENDIA,CASILLAS
DS ERMITA ESPIN,CASILLAS
DS ERMITA LUZ,SANTO ANGEL
DS ERMITA RIOS,LOBOSILLO
DS ERMITA ROSARIO 1,GARRES LOS
DS ERMITA ROSARIO,GARRES LOS
DS ESCOCIA PONIENTE,GEA Y TRUYOLS
DS ESCUELAS,ZARANDONA
DS ESPERANZA,NONDUERMAS
DS ESTACION ALQUERIAS,ALQUERIAS
DS ESTACION,BENIAJAN
DS ESTACION RIQUELME,JERON.-AVILESES
DS ESTE,PUNTAL EL
DS EUCALIPTO,DOLORES LOS
DS EXTRA 6,DOLORES LOS
DS FABIAN ESCRIBANO,BENIAJAN
DS FABRICA,TORREAGUERA
DS FELIX,SAN BENITO
DS FINCA CALDERONES,GEA Y TRUYOLS
DS FINCA CAMPILLO,ESPARRAGAL
DS FINCA CARACOL,EL PALMAR
DS FINCA CASA,CHURRA
DS FINCA DE LA ZARZA,BARQUEROS
DS FINCA DON MIGUEL,CABEZO TORRES
DS FINCA ESCALERA,SANGONERA SECA
DS FINCA FERRER,SANGONERA SECA
DS FINCA GALLO,COBATILLAS
DS FINCA GIL,SANGONERA SECA
DS FINCA GINOVINOS,GEA Y TRUYOLS
DS FINCA LLANAS,EL PALMAR
DS FINCA LLANOS,SANGONERA SECA
DS FINCA LORCA,SANGONERA VERDE
DS FINCA MANRESA,SANGONERA VERDE
DS FINCA MAYAYO,EL PALMAR
DS FINCA MONTE VIDA,EL PALMAR
DS FINCA MONTOYA,SANGONERA SECA
DS FINCA MUELAS,CHURRA
DS FINCA PALOMARES,JERON.-AVILESES
DS FINCA PELEGRINO,SUCINA
DS FINCA PERTIGUERO,EL PALMAR
DS FINCA PINAR,SANGONERA SECA
DS FINCA PINO,CABEZO TORRES
DS FINCA PLANTONES,ALGEZARES
DS FINCA REGUERA,SANGONERA VERDE
DS FINCA SALINAS,BARQUEROS
DS FINCA SERRANOS,CHURRA
DS FINCA TIRO,MURCIA
DS FINCA TORRECILLA,CORVERA
DS FORTUNA 1,ESPARRAGAL
DS FRANCISCO FRANCO,LOBOSILLO
DS FRANCISCO LOPEZ,SAN BENITO
DS FRANCISCO PIZARRO 2,SANGONERA SECA
DS FUENSANTA,ALJUCER
DS FUENSANTA,SANGONERA VERDE
DS FUENTE BRIANES,CORVERA
DS FUENTE OLIVAR,MONTEAGUDO
DS GABALDON,ALJUCER
DS GABINAS,ERA ALTA
DS GACHEROS,LOBOSILLO
DS GALINDO,SUCINA
DS GALVEZ,GARRES LOS
DS GARCIAS,LOBOSILLO
DS GARROFEROS,SUCINA
DS GATOS,CORVERA
DS GEA,GEA Y TRUYOLS
DS GERANIOS,COBATILLAS
DS GINESICOS,SANGONERA SECA
DS GOMEZ,PUENTE TOCINOS
DS GOYA PARALELA,SAN BENITO
DS GOYA,SAN BENITO
DS GRANAS,VALLADOLISES
DS GRANJA CABILA,JERON.-AVILESES
DS GRANJA,LOBOSILLO
DS HEREDEROS,DOLORES LOS
DS HERMINIAS,JERON.-AVILESES
DS HERNANDEZ,CORVERA
DS HONDON,JERON.-AVILESES
DS HORNICO,SUCINA
DS HOYA BENIGNOS,CORVERA
DS HOYA,CORVERA
DS HUERTA,SANGONERA VERDE
DS HUERTO ALIX,SAN BENITO
DS HUERTO QUINTANO,PUNTAL EL
DS IGLESIA,SAN BENITO
DS INGENIERO JOSE ALEGRIA,ZARANDONA
DS ISLA,ARBOLEJA LA
DS JARDIEL PONCELA,MONTEAGUDO
DS JAROS,VALLADOLISES
DS JERONIMOS,JERON.-AVILESES
DS JERUSALEN,SANGONERA SECA
DS JORDAN,CORVERA
DS JOSE PARDO,DOLORES LOS
DS JUAN CARLOS I,SANTO ANGEL
DS JUAN CARLOS I,ZENETA
DS JUAN CLEMENTE,GEA Y TRUYOLS
DS JUANELES,SANGONERA SECA
DS JUAN HERRERA,TORREAGUERA
DS JUAN MANCHEGO,VALLADOLISES
DS JUAN PATILLAS,VALLADOLISES
DS LEON BRIANES,CORVERA
DS LEZNAS,SUCINA
DS LIBERTAD,GUADALUPE
DS LIBERTAD,SAN BENITO
DS LOBOSILLO,LOBOSILLO
DS LOMA,BARQUEROS
DS LOMA ESTE,CORVERA
DS LOMAS SOTO,CORVERA
DS LONGUERA,EL PALMAR
DS LOPEZ,MARTINEZ PUERTO
DS LORCA,DOLORES LOS
DS LOS AGUADOS,MARTINEZ PUERTO
DS LOSAR,GEA Y TRUYOLS
DS LOS BOLIS,CORVERA
DS LUNA,COBATILLAS
DS MAESTROS,GEA Y TRUYOLS
DS MAGIN,CORVERA
DS MALECON 2,RAYA LA
DS MANCO OSETE,CORVERA
DS MANGA DEL FRAILE Y POZA,ALJUCER
DS MANOLOS,MARTINEZ PUERTO
DS MANUEL PLANES,ALBATALIA LA
DS MARIANAS,VALLADOLISES
DS MARINES,RINCON SECA
DS MAR MEDITERRANEO,COBATILLAS
DS MAR MEDITERRANEO,SANTA CRUZ
DS MARQUES DE LOZOYA,SAN BENITO
DS MARTINEZ TORNEL,DOLORES LOS
DS MAYOR 1,CHURRA
DS MAYOR 1 SAN JOSE,RAAL EL
DS MAYOR 4,RAAL EL
DS MAYOR,CASILLAS
DS MAYOR,ESPARRAGAL
DS MAYOR,GARRES LOS
DS MAYOR PARALELA,GARRES LOS
DS MAYOR,PUENTE TOCINOS
DS MAYOR,RAAL EL
DS MAYOR,SAN BENITO
DS MAYOR,SANTA CRUZ
DS MAYOR VILLANUEVA,BENIAJAN
DS MEDITERRANEO,BENIAJAN
DS MERCAMURCIA,EL PALMAR
DS MESEGUERES,MARTINEZ PUERTO
DS MIGUEL HERNANDEZ,MONTEAGUDO
DS MIGUEL UNAMUNO,MONTEAGUDO
DS MILLARES,ZENETA
DS MIRAVETE,CORVERA
DS MOJONERIA ABAJO,SUCINA
DS MOLINO ALFATEGO,PUNTAL EL
DS MOLINO ARRIBA,SUCINA
DS MOLINO FUNES,RINCON SECA
DS MOLINO PORCHE,ALJUCER
DS MOLINO,VALLADOLISES
DS MONREALES,CARRASCOY
DS MONTANARO ABAJO,JERON.-AVILESES
DS MONTANARO ARRIBA,JERON.-AVILESES
DS MONTE JORJA,ALGEZARES
DS MONTE SAN ROQUE,ALGEZARES
DS MONTESINOS,JERON.-AVILESES
DS MORENA,SANGONERA VERDE
DS MOTA REGUERON,BENIAJAN
DS MOTA REGUERON,GARRES LOS
DS MOTA REGUERON,SAN BENITO
DS MOTA TOMAS,DOLORES LOS
DS MUNDO NUEVO,MONTEAGUDO
DS MUSOS,GEA Y TRUYOLS
DS NARCISOS,COBATILLAS
DS NAVES,ALJUCER
DS NAVETA,CARRASCOY
DS NAVETA CELERO,CORVERA
DS NENE DE ANA,SAN BENITO
DS NIETOS,SUCINA
DS NONDUERMAS DISEMINADO,NONDUERMAS
DS OLIVAR BARTOLOS,CORVERA
DS ORDEN DE LOS MINIMOS,SANGONERA SECA
DS ORDEN DEL TEMPLE,SANGONERA SECA
DS ORDEN SAN JUAN DE JERUSAL,SANGONERA SECA
DS ORILLA ACEQUIA NUEVA,SANTA CRUZ
DS ORILLA AZARBE,COBATILLAS
DS ORILLA AZARBE,RAAL EL
DS ORILLA DEL AZARBE,ZARANDONA
DS ORILLA MERANCHO,LLANO BRUJAS
DS ORILLA RIO,ALQUERIAS
DS ORILLA RIO,RAAL EL
DS ORILLA VIA,BENIAJAN
DS ORILLA VIA,SAN BENITO
DS PACO DE LA CANAL,SAN BENITO
DS PAJAROS,ALGEZARES
DS PAJAS LARGAS,RAAL EL
DS PALACIOS,MARTINEZ PUERTO
DS PALAREAS,CORVERA
DS PALMERAS,GUADALUPE
DS PANTANO DE CAMARILLAS,SANGONERA SECA
DS PANTANO DE LA FUENSANTA,SANGONERA SECA
DS PARAJE DEL CORTIJO,CARRASCOY
DS PARAL CASAS JESUS COLL,SAN BENITO
DS PARRA,ALJUCER
DS PASO ANTOLINOS,BENIAJAN
DS PATRICIOS,CASILLAS
DS PAZ TRAVESIA DE,ALGEZARES
DS PELAOS,CORVERA
DS PELLICER,ERA ALTA
DS PEPE FELIX,CORVERA
DS PERALEJAS ARRIBA,SUCINA
DS PERETICO,MARTINEZ PUERTO
DS PERIQUITOS,ESPARRAGAL
DS PERUCHOS,JERON.-AVILESES
DS PIEDRAS NEGRAS,ALGEZARES
DS PILON AGUA,EL PALMAR
DS PINA,PUENTE TOCINOS
DS PINO DONCEL,GEA Y TRUYOLS
DS PINO,LOBOSILLO
DS PINOS 3,BENIAJAN
DS PINOS 5,BENIAJAN
DS PINO,SANTO ANGEL
DS PINOS,CORVERA
DS PINTADOS,VALLADOLISES
DS PINTOR LUIS GARAY,NONDUERMAS
DS PINTOR PEDRO FLORES,PUENTE TOCINOS
DS PISTILOS,COBATILLAS
DS PITARQUE,COBATILLAS
DS PITARQUE,ESPARRAGAL
DS POCO TRIGO,CORVERA
DS POETA VICENTE MEDINA,ERA ALTA
DS POLLO,DOLORES LOS
DS PONDEROSA,VALLADOLISES
DS PORTADA,ZARANDONA
DS PORVENIR,LOBOSILLO
DS POSTAS,LOBOSILLO
DS POSTEROS,LOBOSILLO
DS PRESBIT IGNACIO HERNANDEZ,RINCON SECA
DS PRIMAVERA,ERA ALTA
DS PRINCIPE JUAN CARLOS,MONTEAGUDO
DS PROGRESO,SAN BENITO
DS PRUDENCIA,MARTINEZ PUERTO
DS PUENTE ALTO,SAN BENITO
DS PUENTE GALLEGOS,SAN BENITO
DS PUENTE MULETA,ZARANDONA
DS PUENTE REGUERON 1,BENIAJAN
DS PUENTE REGUERON 2,BENIAJAN
DS PUENTE TABLAS,EL PALMAR
DS PUENTE TABLAS,SAN GINES
DS PUERTO BERMEJO,GEA Y TRUYOLS
DS PUERTO GARRUCHAL,ALGEZARES
DS PUERTO GARRUCHAL,BENIAJAN
DS PUERTO GARRUCHAL,GEA Y TRUYOLS
DS PUNTARRON,SANGONERA SECA
DS PURIFICACION,DOLORES LOS
DS RAFAEL ALBERTI,MONTEAGUDO
DS RAFAELES,SUCINA
DS RAMBLA CARMEN,CABEZO TORRES
DS RAMBLA CIGARRON,EL PALMAR
DS RAMBLA GRASO,CHURRA
DS RAMBLA,LOBOSILLO
DS RAMBLA PERTIGUE,EL PALMAR
DS RAMBLA VENTOSAS,JAVALI VIEJO
DS RAMON Y CAJAL,ALGEZARES
DS RANCHO BELEN,JERON.-AVILESES
DS REGUERON,ALQUERIAS
DS REGUERON,ZENETA
DS RIBERA,VALLADOLISES
DS RINCON DAVA,NONDUERMAS
DS RINCON DE LOS SANCHEZ,CASILLAS
DS RINCON DE LOS SASTRES,EL PALMAR
DS RINCON GARCIAS,PUENTE TOCINOS
DS RINCON MANRESA,PUENTE TOCINOS
DS RINCON MERINO,ALJUCER
DS RINCON PILA,CORVERA
DS RINCON SAN ANTON,LLANO BRUJAS
DS RINCON SAN ANTON,SANTA CRUZ
DS RINCON SASTRES,EL PALMAR
DS RINCON TORRINES,ZENETA
DS RIO DUERO,SANGONERA SECA
DS RIO EBRO 1,SANGONERA SECA
DS RIO GUADALQUIVIR,SANGONERA SECA
DS RIO GUADIANA,SANGONERA SECA
DS RIO JUCAR 1,SANGONERA SECA
DS RIO JUCAR,COBATILLAS
DS RIO JUCAR,SANGONERA SECA
DS RIO SEGURA 1,SANGONERA SECA
DS RIO SEGURA 2,SANGONERA SECA
DS RIO SEGURA,GARRES LOS
DS RIO TAJO,SANGONERA SECA
DS RODRIGUEZ FUENTE,SAN BENITO
DS ROMERAS,LOBOSILLO
DS RUICES,MARTINEZ PUERTO
DS SAAVEDRA FAJARDO,ALGEZARES
DS SAAVEDRA,VALLADOLISES
DS SACRISTIA,ERA ALTA
DS SALAFRANCA,CORVERA
DS SAN ANTON,BENIAJAN
DS SAN ANTONIO POBRE,ALBERCA LA
DS SAN BERNABE,JAVALI NUEVO
DS SANCHEZ,CORVERA
DS SANCHEZ,MARTINEZ PUERTO
DS SAN CRISTOBAL,S.Y ZARAICHE
DS SANDALIOS,MARTINEZ PUERTO
DS SAN FERNANDO,BENIAJAN
DS SAN FRANCISCO,ESPARRAGAL
DS SAN FRANCISCO,LLANO BRUJAS
DS SANGONERA LA SECA,SANGONERA SECA
DS SAN GONZALO,SANGONERA VERDE
DS SAN JOSE FUENTE,MONTEAGUDO
DS SAN PANCRACIO,SANGONERA SECA
DS SAN PEDRO,SANGONERA SECA
DS SANTA CRISTINA,SANGONERA SECA
DS SANTA CRUZ,RAAL EL
DS SANTA TERESA,JAVALI NUEVO
DS SANTIAGO,GEA Y TRUYOLS
DS SANTO DOMINGO,ALJUCER
DS SANTUARIO FUENSANTA,ALGEZARES
DS SATURNO,RAMOS LOS
DS SD GRANADA,S.Y ZARAICHE
DS SECANO,ALQUERIAS
DS SECTORIZADO JAVALI NUEVO,JAVALI NUEVO
DS SEGADO,LOBOSILLO
DS SEGURA,RAAL EL
DS SENDA AGUERA,EL PALMAR
DS SENDA ALTA,RAYA LA
DS SENDA GARRES 2,GARRES LOS
DS SENDA GARRES,DOLORES LOS
DS SENDA GARRES,SAN BENITO
DS SENDA GRANADA,ALBATALIA LA
DS SENDA GRANADA,CABEZO TORRES
DS SENDA GRANADA,CHURRA
DS SENDA GRANADA,GUADALUPE
DS SENDA GRANADA,MONTEAGUDO
DS SENDA GRANADA,MURCIA
DS SENDA GRANADA,PUNTAL EL
DS SENDA PINO,CASILLAS
DS SENDA PORTADA,MONTEAGUDO
DS SENDA RAAL,CABEZO TORRES
DS SENDA VASCOS-CAPUCHINOS,ALBATALIA LA
DS SEQUEN,ALBERCA LA
DS SEVILLAS,CORVERA
DS SISCAR,CORVERA
DS SIXTO,VALLADOLISES
DS SOTO DE ROCAMORA,JAVALI NUEVO
DS SOTOS,VALLADOLISES
DS SUBIDA AL VALLE PERDIDO,ALBERCA LA
DS SUBIDA CRESTA GALLO,ALGEZARES
DS TAPIA,MARTINEZ PUERTO
DS TEATINOS,ALGEZARES
DS TEJO,SANTO ANGEL
DS TERCIA,GEA Y TRUYOLS
DS TIA MORENA,LOBOSILLO
DS TIERRA PLATOS,ESPARRAGAL
DS TIO GUITA,MARTINEZ PUERTO
DS TIO MARTIN,GEA Y TRUYOLS
DS TIRSO MOLINA,MONTEAGUDO
DS TOLLOS,GEA Y TRUYOLS
DS TOMAS 1,TORREAGUERA
DS TOMAS 2,TORREAGUERA
DS TONO,SUCINA
DS TORRE ABELLAN,JERON.-AVILESES
DS TORRE AGUADO,VALLADOLISES
DS TORRE AMORES,BENIAJAN
DS TORRE ANGELES,GEA Y TRUYOLS
DS TORRE CORDOBAS,NONDUERMAS
DS TORRE DE LOS CORDOBAS,ERA ALTA
DS TORRE DIAMANTE,SUCINA
DS TORRE DON JUAN,BENIAJAN
DS TORRE DON MIGUEL,ALJUCER
DS TORRE FALCON,GUADALUPE
DS TORRE FALCON,MURCIA
DS TORRE FRAILES,PUNTAL EL
DS TORRE GUIL,SANGONERA SECA
DS TORRE LOBITO,SUCINA
DS TORRE MACHUELAS,CORVERA
DS TORRE MADRID,MARTINEZ PUERTO
DS TORRE MADRONAS,NONDUERMAS
DS TORRE MARTINEZ,GUADALUPE
DS TORRE MESEGUER,SAN BENITO
DS TORRE MIRALLES,RAMOS LOS
DS TORREMOLINA,GEA Y TRUYOLS
DS TORRE MORENOS,SAN BENITO
DS TORRE PENCHOS,SAN BENITO
DS TORRE POLLO,ALJUCER
DS TORRE SALINAS,ALJUCER
DS TORRE VISEDO,SANGONERA SECA
DS TORRICA,CORVERA
DS TORTOSA,DOLORES LOS
DS TRUYOLS,GEA Y TRUYOLS
DS UNAMUNO,VALLADOLISES
DS URB. LOS PERIQUITOS SUR,ESPARRAGAL
DS VALLE SOL,GEA Y TRUYOLS
DS VDA JURISDICCION,SANTA CRUZ
DS VEGA SEGURA,SANGONERA SECA
DS VELARDE,DOLORES LOS
DS VENTA BELEN,BARQUEROS
DS VENTA COJO,CORVERA
DS VENTA DULCE,SUCINA
DS VEREDA ALHAMAS,SANTA CRUZ
DS VEREDA BARCA,SANTA CRUZ
DS VEREDA BASCA,ALQUERIAS
DS VEREDA BASCA,ZENETA
DS VEREDA CABECICOS,LLANO BRUJAS
DS VEREDA CALLEJAS,LLANO BRUJAS
DS VEREDA CAMPILLO,ESPARRAGAL
DS VEREDA CAYUELAS,ESPARRAGAL
DS VEREDA CHOCOLATE,ALQUERIAS
DS VEREDA CHOCOLATE,RAMOS LOS
DS VEREDA CIPRESES,SANTA CRUZ
DS VEREDA CRUZ,LLANO BRUJAS
DS VEREDA CUENCAS,SANTA CRUZ
DS VEREDA CUEVA,LLANO BRUJAS
DS VEREDA CUEVA,MONTEAGUDO
DS VEREDA DE LA BARCA,LLANO BRUJAS
DS VEREDA DE LA BARCA,RAAL EL
DS VEREDA DEL CAPITAN,CASILLAS
DS VEREDA DEL CAPITAN,PUENTE TOCINOS
DS VEREDA DEL MOLINO,SANGONERA SECA
DS VEREDA DE LOS GALVEZ,COBATILLAS
DS VEREDA ENMEDIO,RAAL EL
DS VEREDA ERMITA,LLANO BRUJAS
DS VEREDA ERMITA,ZENETA
DS VEREDA FORTUNA,CABEZO TORRES
DS VEREDA GALIANES,RAAL EL
DS VEREDA GARCIAS,RAAL EL
DS VEREDA JUANAS,ESPARRAGAL
DS VEREDA LECHUGAS,RAAL EL
DS VEREDA LOS MARTINEZ,RAAL EL
DS VEREDA LUCAS,RAAL EL
DS VEREDA MACANAS 3,RAAL EL
DS VEREDA MATIAS,RAAL EL
DS VEREDA MINDOLOS,RAAL EL
DS VEREDA MOLINO,LLANO BRUJAS
DS VEREDA MUCHACHOS,GUADALUPE
DS VEREDA NIEVES,RAAL EL
DS VEREDA PEPEJOS,RAAL EL
DS VEREDA POZO,RAAL EL
DS VEREDA PUENTE,RAAL EL
DS VEREDA RAFAELES,RAAL EL
DS VEREDA RAMOS,RAMOS LOS
DS VEREDA REGUERON,TORREAGUERA
DS VEREDA RIQUELME,LLANO BRUJAS
DS VEREDA RIQUELME,SANTA CRUZ
DS VEREDA SANCHEZ,SANTA CRUZ
DS VEREDA SECANO,LLANO BRUJAS
DS VEREDA SILVESTRES,RAAL EL
DS VEREDA SOLIS,LLANO BRUJAS
DS VEREDA SOLIS,PUENTE TOCINOS
DS VEREDA SOMBRERERA,SANTA CRUZ
DS VEREDA TABALA,ALQUERIAS
DS VEREDA TIO MORTAL,RAAL EL
DS VEREDA VENTA,LLANO BRUJAS
DS VEREDA VITOS,RAAL EL
DS VEREDA ZAPATAS,LLANO BRUJAS
DS VICTORIA 1,CABEZO TORRES
DS VICTORIA,CABEZO TORRES
DS VICTORIANO,DOLORES LOS
DS VIEJO BADEN,ERA ALTA
DS VILLA JORQUERA,SANGONERA SECA
DS VILLA MARIA,GEA Y TRUYOLS
DS VILLANUEVA,SUCINA
DS VILLA PACITA,CORVERA
DS VIRGEN CARMEN,RAAL EL
DS VISTABELLA,GUADALUPE
DS VISTABELLA,SUCINA
DS VIZUEJOS,CORVERA
DS VOZ NEGRA,SANGONERA SECA
DS YESARES,JAVALI NUEVO
DS YESERA,SANGONERA VERDE
DS ZARANDONA,ZARANDONA
DS ZONA DISEMINADA,SANGONERA SECA
DS ZORRAS,CARRASCOY
GV ALFONSO X SABIO,MURCIA
GV RONDA LEVANTE,MURCIA
GV RONDA NORTE,MURCIA
GV SALZILLO,MURCIA
JR ANTONIO MESEGUER ESCUDERO,ZENETA
JR EUGENIO ESPIN MAESTRO REL,SANGONERA VERDE
LG CASERIO LOS GARCIAS,CORVERA
LG FINCA PADILLA,SAN GINES
LG FINCA VILLA AZAHAR,BENIAJAN
LG LO BELANDO,ZENETA
LG URREAS,LOBOSILLO
PA AGUILAS,CORVERA
PA CAMPILLO 01,ESPARRAGAL
PA CARRIL JUANETE,SAN JOSE
PA CARTAGENA,EL PALMAR
PA CUATRO CAMINOS,MURCIA
PA ESCUELAS 1,ALQUERIAS
PA ESTACION,ALQUERIAS
PA EUSEBIA GOMEZ I,MARTINEZ PUERTO
PA FUENSANTA 1,LOBOSILLO
PA JOAQUINAS 2,JERON.-AVILESES
PA JUAN CARLOS I 01,ZENETA
PA JUAN CARLOS I 06,ZENETA
PA MAESTRO SERAFIN,BARQUEROS
PA MARIANO MONTESINOS,JERON.-AVILESES
PA MAYOR 2,RAAL EL
PA MAYOR 2 SAN JOSE,RAAL EL
PA MERCAMURCIA 2,EL PALMAR
PA MERCAMURCIA 3,EL PALMAR
PA MONTE JORJA,ALGEZARES
PA ONESIMO REDONDO,LOBOSILLO
PA PELENES,JERON.-AVILESES
PA PETALOS,COBATILLAS
PA POLLO,DOLORES LOS
PA PRINCIPE ASTURIAS,LAS LUMBRERAS
PA RINCON GALLEGO,TORREAGUERA
PA SAN BENITO,GEA Y TRUYOLS
PA SANCHEZ Y CASTEJON,LOBOSILLO
PA SAN FRANCISCO,BARQUEROS
PA SAN JOSE,ESPARRAGAL
PA SAN JOSE(STA MARIA DE GRA,MURCIA
PA SAN MANUEL,SAN JOSE
PA TOPACIO,MURCIA
PA TORRE 1,RAAL EL
PA VICTORIA 2,CABEZO TORRES
PE ALMAZARA,MARTINEZ PUERTO
PE BODEGA,MARTINEZ PUERTO
PE CARRASCOS LOS,MARTINEZ PUERTO
PE CASA LA TORRE,CORVERA
PE CASAS DE LAS CUEVA,CARRASCOY
PE CASAS DEL CASTILLO,GEA Y TRUYOLS
PE CASAS DEL COLLADO,GEA Y TRUYOLS
PE CASAS DEL CURA,GEA Y TRUYOLS
PE CASAS DEL DUENDE,GEA Y TRUYOLS
PE CASAS DEL ESCOBEO,CORVERA
PE CASAS LA LOMA,CORVERA
PE CASAS PINO,VALLADOLISES
PE CUCOS,VALLADOLISES
PE CUEVAS MARIN,SUCINA
PE LAUREL(LO),GEA Y TRUYOLS
PE MONTE TANA,GARRES LOS
PE PIEDRA BUENA,SUCINA
PE SALAFRANCA,CARRASCOY
PE TRES MOLINOS,GEA Y TRUYOLS
PE URREAS,CORVERA
PE VENTA MARIA,SUCINA
PJ CAMINO POLVORINES,JAVALI VIEJO
PJ CORTIJO DE LOS BARRACONES,JAVALI NUEVO
PJ DOCTOR FLEMING,ALBERCA LA
PJ LAS LAGUNERAS,CARRASCOY
PJ NENE DEL HORNO,MURCIA
PJ POLVORINES,JAVALI VIEJO
PJ PUERTO GARRUCHAL,TORREAGUERA
PJ RINCON GARCIAS,DOLORES LOS
PJ SECRETARIO,MURCIA
PJ TORRE OBISPO,PUNTAL EL
PJ ZORRERAS,JAVALI NUEVO
PL ALGEZARES-S.URBANIZABLE,ALGEZARES
PL BENIAJAN-S.URBANIZABLE,BENIAJAN
PL CAB.TORRES-S.URBANIZABLE,CABEZO TORRES
PL CALLES POL 030,MURCIA
PL GEA Y TRUY.-S.URBANIZABLE,GEA Y TRUYOLS
PL PP ZB-SD-CT14,CABEZO TORRES
PL PP ZB-SD-CT16,CABEZO TORRES
PL PP ZB-SD-CT9,CABEZO TORRES
PL P.P.ZI-RM1-1 OESTE RAMOS,RAMOS LOS
PL PP ZU-SP-GT18,GEA Y TRUYOLS
PL SANG.SECA-S.URBANIZABLE,SANGONERA SECA
PL SANG.VERDE-S.URBANIZABLE,SANGONERA VERDE
PL SANTA BARBARA,JAVALI NUEVO
PL STA CRUZ-SUELO URBANIZABE,SANTA CRUZ
PL TRAMPOLIN UA2 S/GESTION,GEA Y TRUYOLS
PL U-1 PERI UM-408,CABEZO TORRES
PL UA1 PU-SA1 SANTO ANGEL,SANTO ANGEL
PL UA III P.E. PI-PM5,EL PALMAR
PL UA I PE C/ MARE NOSTRUM,ARBOLEJA LA
